player_name,country,points,position,move,gender
Francisco Mendieta Ruiz,COL,5,1616,0,M
Acoran Martin,ESP,5,1616,-1,M
Daniel Benarroch,ISR,5,1616,-1,M
Mark Bogatyrenko,RUS,5,1616,-1,M
Christopher Koutrouzas,CYP,5,1616,-1,M
Denis Ignacio Caluva,ARG,5,1616,-1,M
Carlos Gimeno Valero,ESP,5,1616,-1,M
Lalloum Sonny,FRA,5,1616,-1,M
Nicolas Saracho,ARG,5,1616,-1,M
Carlos Enrique Diaz Otero Lopez,ESP,5,1616,-1,M
Abdulla Almehza,BRN,5,1616,-1,M
Santiago Veglia,ARG,5,1616,-1,M
Lucien Van Doorn,NED,5,1616,-1,M
Anton Gora,RUS,5,1616,-1,M
Mariano Nicolas Lopez,ARG,5,1616,-1,M
Riccardo Minighini,ITA,5,1616,-1,M
Romain Lavit,FRA,5,1616,-1,M
Nicolas Lujan Castaneda,ARG,5,1616,-1,M
Alex Escamilla Pueyo,ESP,5,1616,-1,M
Håkon Kveseth,NOR,5,1616,-1,M
Hao Li,CHN,5,1616,-1,M
Andres Izurieta,CHI,5,1616,-1,M
Benjamin Palm,SWE,5,1616,-1,M
Marc Casals Roige,ESP,5,1616,-1,M
Abdalla Erfan,EGY,5,1616,-1,M
Omar Ezzat,EGY,5,1616,-1,M
Pablo Jiménez-Blanco bravo,ESP,5,1616,-1,M
Maicol Cabrera Perez,ESP,5,1616,-1,M
Javier Bandera Galisteo,ESP,5,1616,-1,M
Werner Lootsma,NED,5,1616,-1,M
Berro Khodr Karim,LBN,5,1616,-1,M
Alex Rodriguez Tuch,ESP,5,1616,-1,M
Ilan Conan,FRA,5,1616,-1,M
Juan Pablo Chavez Valdes,MEX,5,1616,-1,M
Leandro Javier Roldan,ARG,5,1616,-1,M
Alvaro Velasco Palma,ESP,5,1616,-1,M
Andres Valenzuela,ARG,5,1616,-1,M
Bommanhin Felix Ange Romaric Boblei,CIV,5,1616,-1,M
Jurie Johannes Ingram,RSA,5,1616,-1,M
Elliot Heine,DEN,5,1616,-1,M
Chris Da Cruz Pereira,POR,5,1616,-1,M
Alberto Franco Villaran,ESP,5,1616,-1,M
Husein Hussein,CIV,5,1616,-1,M
David Payet,FRA,5,1616,-1,M
Daniel Hinojosa Arroyo,ESP,5,1616,-1,M
Javier Bravo Alvarez,ESP,5,1616,-1,M
Hugo Martinez Toral,MEX,5,1616,-1,M
Baorong Zhang,CHN,5,1616,-1,M
Noah Holmvang,DEN,5,1616,-1,M
Muhamad Zaid Patel,RSA,5,1616,-1,M
Karan Ramchandani,HKG,5,1616,-1,M
Daniyar Sherkan,KAZ,5,1616,-1,M
Jan Reyzon Amondoron,PHI,5,1616,-1,M
Amerikos Argyriou,CYP,5,1616,-1,M
German Jesus Clavijo Ortiz,ESP,5,1616,-1,M
Pablo Herreros,ESP,5,1616,-1,M
Vicente Pinochet Gorichon,CHI,5,1616,-1,M
Cheng Yong Wang,CHN,5,1616,-1,M
Antonio Ramírez Muñoz,ESP,5,1616,-1,M
Santiago Gonzalez,MEX,5,1616,-1,M
Raul Harjani Sajnani,HKG,5,1616,-1,M
Diego Valderrama,VEN,5,1616,-1,M
Tim Lanyon,AUS,5,1616,783,M
Luka Belic,CRO,5,1616,-1,M
Felipe Urrutia,CHI,5,1616,-1,M
Yuri Nath,BRA,5,1616,-1,M
Chan Marco Kwun Nam,HKG,5,1616,-1,M
Jason Hewitt,RSA,5,1616,-1,M
Jose Laurenti,ARG,5,1616,-1,M
Augusto Romero Lang,ARG,5,1616,-1,M
Marcelo Kieffer Luiz,BRA,5,1616,-1,M
Elliot Selby,GBR,5,1616,-1,M
Seif Elkhayat,EGY,5,1616,-1,M
Christian Ventura,ITA,5,1616,0,M
Nicolas Garcia Perez,ESP,5,1616,-1,M
Lalloum Lyrone,FRA,5,1616,-1,M
Kevin Gomez,CHI,5,1616,-1,M
Agustin Perez,ESP,5,1616,-1,M
Bruno Nakid,BRA,5,1616,-1,M
Alon Faiman,ISR,5,1616,-1,M
Muhamad Tahir Alimomade,MOZ,5,1616,-1,M
Bristan Bogdan-Alin,ROU,5,1616,-1,M
Alejandro Wesbrooks,USA,5,1616,-1,M
Efe Ozbayrak,TUR,5,1616,-1,M
Martin Kazda,CZE,5,1616,-1,M
Pablo González Díaz,ESP,5,1616,-1,M
Alen Csogör,HUN,5,1616,-1,M
Felipe Braga Jorge,BRA,5,1616,-1,M
Rishi Reddy,IND,5,1616,-1,M
Vitalie Sciuca,MDA,5,1616,-1,M
Qiu Anan,CHN,5,1616,-1,M
Christos Asimakopoulos,GRE,5,1616,-1,M
Juan Cruz Bordoli,ARG,5,1616,-1,M
Jefferson Dezai,CIV,5,1616,-1,M
Damien Bayard,FRA,5,1616,-1,M
Yikai Wang,CHN,5,1616,-1,M
Javier Serrats,ESP,5,1616,-1,M
Luca Maria Laguzza,ITA,5,1616,-1,M
Ollie Bartosh,NZL,5,1616,0,M
Angel Deza Torrecilla,ESP,5,1616,-1,M
Fanrizio Fioretti,ITA,5,1616,-1,M
Steven Loock,RSA,5,1616,-1,M
George Tsirigotis,GRE,5,1616,-1,M
Jaime Menendez,ESP,5,1616,-1,M
Philipp Grechukha,RUS,5,1616,-1,M
Addison Baptistella,BRA,5,1616,-1,M
Christian Ramos Abad,ESP,5,1616,-1,M
Federico Ciriello,ITA,5,1616,-1,M
Kohei Hisatome,JPN,5,1616,-1,M
Zhijun Mu,CHN,5,1616,-1,M
Arata Saito,JPN,5,1616,-1,M
Xusheng Wang,CHN,5,1616,-1,M
Cenith Adrian Castillo Chavez,MEX,5,1616,-1,M
Javier Hazouri Celorio,MEX,5,1616,-1,M
Ziguang Song,CHN,5,1616,-1,M
Isa Alqattan,BRN,5,1616,-1,M
Leandro Honorato,ARG,5,1616,-1,M
Cleiton Brustulin,BRA,5,1616,-1,M
Nicolas De Marco,ARG,5,1616,-1,M
Arthur De Greef,BEL,5,1616,-1,M
Klim Kozyrev,RUS,5,1616,-1,M
Valentin Volpe Bravo,ESP,5,1616,-1,M
Mohamad Tayab Alimomade,MOZ,5,1616,-1,M
Jose Daniel Sanchez Pardo,ESP,5,1616,-1,M
Eliott Verraghen,BEL,5,1616,-1,M
Santiago Carmona Vidal,MEX,5,1616,-1,M
Harry Jiggins,GBR,5,1616,-1,M
Franco Emanuel Rios Duarte,ARG,5,1616,-1,M
Paulius Matulevicius,LTU,5,1616,-1,M
Gustav Hefer,RSA,5,1616,-1,M
Iker Rodriguez Soto,ESP,5,1616,-1,M
Roque Silveira,BRA,5,1616,-1,M
Sai Krishna Showrya Tirnati,IND,5,1616,-1,M
Alvaro Alcalde Sanchez,ESP,5,1616,-1,M
Rohit Sirigiri,NZL,5,1616,-1,M
Sebastian Chylinski,POL,5,1616,-1,M
Kazuki Shimizu,JPN,5,1616,-1,M
Ege Bekgoz,TUR,5,1616,-1,M
Aitor Rodriguez Rodriguez Manzaneque,ESP,5,1616,-1,M
Aurelio De Diego Barrera,CHI,5,1616,-1,M
Sergei Poliakov,RUS,5,1616,-1,M
Nurzhan Saidakhmet,KAZ,5,1616,-1,M
Nam Nguyen,SUI,5,1616,-1,M
Dario Donati,ITA,5,1616,-1,M
Kunal Chadha,IND,5,1616,-1,M
Filippo Necchi,ITA,5,1616,-1,M
Thomas Deschamps,BEL,5,1616,-1,M
David Aguero,ECU,5,1616,-1,M
Sebastian Brokmann,NED,5,1616,-1,M
Saleh Sadry Salah,CIV,5,1616,-1,M
Omar Qaed,BRN,5,1616,-1,M
Mark Giulio Menotti,ITA,5,1616,0,M
Xavier Beneito Molina,ESP,5,1616,-1,M
Maxim De Peuter,BEL,5,1616,-1,M
Alex Leira Gavilán,ESP,5,1616,-1,M
Wanbin Li,CHN,5,1616,-1,M
Hugo Jay,FRA,5,1616,-1,M
Louis De Rouck,BEL,5,1616,-1,M
Adrian Gerardo Daus,ARG,5,1616,-1,M
Jorge Sanchez Marquez,MEX,5,1616,-1,M
Bruno Alfaro,ARG,5,1616,-1,M
Omar Bahrouzyan,UAE,5,1616,-1,M
Gabriel Pontiz,ARG,5,1616,-1,M
Iker Jimenez Figuerola,ESP,5,1616,-1,M
Manuel Jesus Arias Ortiz,ESP,5,1616,-1,M
Omar Al-Taei,OMA,5,1616,-1,M
Joris Zumelzu,FRA,5,1616,-1,M
Yi Feng,CHN,5,1616,-1,M
Yuanzhi Pang,CHN,5,1616,-1,M
Kobe Cuppens,BEL,5,1616,-1,M
Francisco Jose Escalante,ESP,5,1616,-1,M
Carlos Archila,VEN,5,1616,-1,M
Daniel Koehler,USA,5,1616,-1,M
Sameer Varun Reddy Sivareddy,IND,5,1616,-1,M
Jorge Marcelo Daud,ARG,5,1616,-1,M
David Lopez Cruz,ESP,5,1616,-1,M
Pablo Tejero Delgado,ESP,5,1616,-1,M
Hugo Olivier,RSA,5,1616,-1,M
Aleksandre Tavartkiladze,GEO,5,1616,-1,M
Anshuman Rath,HKG,5,1616,-1,M
Evert Verbesselt,BEL,5,1616,-1,M
Jiahao Dong,CHN,5,1616,-1,M
Michal Wargocki,POL,5,1616,-1,M
Raul Medina Rico,ESP,5,1616,-1,M
Bruno Perescu,ROU,5,1616,-1,M
Omeis Chadi,CIV,5,1616,-1,M
James Southwood,GBR,5,1616,-1,M
Sergio Merchán González,ESP,5,1616,-1,M
Thomas Cartledge,GBR,5,1616,-1,M
Enzo Correia,FRA,5,1616,-1,M
Yorgo Molina Pizarro,CHI,5,1616,-1,M
Mahmoud Koronfiely,EGY,5,1616,-1,M
Lautaro Angelini,ARG,5,1616,-1,M
Adeel Allawala,PAK,5,1616,-1,M
Rodrigo Amaral,USA,5,1616,-1,M
Riyaadh Farid Motani,RSA,5,1616,-1,M
Khalifa Rashdan,BRN,5,1616,-1,M
Ross Taylor,AUS,5,1616,783,M
Craig De Silva,GBR,5,1616,-1,M
Cheevan Davids,RSA,5,1616,-1,M
Juan Manuel Vergara,ARG,5,1616,-1,M
Zaizhen Li,CHN,5,1616,-1,M
Daniel Agüero Mateo,ECU,5,1616,-1,M
Simone Setti,ITA,5,1616,-1,M
Antoni Pi Alarcon,ESP,5,1616,0,M
Luis Vilchez Trapero,ESP,5,1616,-1,M
Noel Antonio Agra,PHI,5,1616,-1,M
Wuyingjun Wu,CHN,5,1616,-1,M
Romà Busquets Picañol,ESP,5,1616,-1,M
Arturo Sosa,MEX,5,1616,-1,M
Mattia Faseli,ITA,5,1616,-1,M
Agustin Ignacio Collosso,ITA,5,1616,-1,M
Yuki Iwamoto,JPN,5,1616,-1,M
Philippos Andreou Fernandez,CYP,5,1616,-1,M
Franco Saenz,ARG,5,1616,-1,M
Julien Motz,FRA,5,1616,-1,M
Ziad Sherif Hussein,EGY,5,1616,-1,M
Salvador Simões,POR,5,1616,-1,M
Daniel Alberto Chelar,ARG,5,1616,-1,M
Nicolas Cortijo Sanchez,ESP,5,1616,-1,M
Juan Ramiro Irigoitia,ARG,5,1616,-1,M
Fakhry Hassan,CIV,5,1616,-1,M
Alejandro Basso,ESP,5,1616,0,M
Samar Malhotra,IND,5,1616,-1,M
Adarsh Kontham,IND,5,1616,-1,M
Javier Rodriguez Acosta,ESP,5,1616,-1,M
Jerome Inzerillo,FRA,5,1616,-417,M
Valentin Wenger,SUI,5,1616,-1,M
William Agritelley,USA,5,1616,-1,M
Lucian Eugen Perescu,ROU,5,1616,-1,M
Oskar Nurmio,FIN,5,1616,-1,M
Igor Souto,BRA,5,1616,-1,M
Guilherme Fachin Da Cunha,USA,5,1616,-1,M
Alvaro Cañasveras Boza,ESP,5,1616,-1,M
Oscar Govik,SWE,5,1616,-1,M
Sebastiao Mendonça,POR,5,1616,-1,M
Nick Braet,BEL,4,1974,-7,M
Alberto Moreno Andrei,ESP,4,1974,-7,M
Charles Desmet,BEL,4,1974,0,M
Abdulrahman Alyafei,QAT,4,1974,-7,M
Raul Pérez Lozano,ESP,4,1974,-7,M
Joshua Kashdan,GBR,4,1974,-359,M
Marcos Diaz De La Lastra,ESP,4,1974,-7,M
Bastian Dario Barrueto Marzan,CHI,4,1974,-7,M
Andrea Rosa Fauzza,ITA,4,1974,-7,M
Yuta Ichikawa,JPN,4,1974,-7,M
Enzo Fuentealba,CHI,4,1974,-7,M
Martim Silva,POR,4,1974,-7,M
Sattam Alshahrani,KSA,4,1974,-7,M
Iker Zamora Garcia,ESP,4,1974,-7,M
Jose Ariel Rivera Puebla,CHI,4,1974,-7,M
Diego Pedrero,ESP,4,1974,-7,M
Jassim Alharami,QAT,4,1974,-7,M
Benjamin Benavente,CHI,4,1974,-7,M
Pablo Manuel Diaz Weisser,CHI,4,1974,-7,M
Alfonso Chavez Canales,CHI,4,1974,-7,M
Luciano Miguel Piñero,ARG,4,1974,-7,M
Brian Cabrera,ARG,4,1974,-7,M
Sergio Cornejo Valenzuela,CHI,4,1974,-7,M
Michel Diniz,BRA,4,1974,-7,M
Weiliang Chen,CHN,4,1974,-7,M
Rio Hanif,GBR,4,1974,-7,M
Abdulla Alsada,QAT,4,1974,-7,M
Ali Attiie,LBN,3,2001,-6,M
Fillip Drachmann,DEN,3,2001,-6,M
Bob Rolink,NED,3,2001,-6,M
Biel Camacho Serra,ESP,3,2001,-6,M
Michael Leonard Sungkono,INA,3,2001,-6,M
Carlos Pena Rodriguez,ESP,3,2001,-6,M
Fritz Chris Verdad,PHI,3,2001,-6,M
Sofus Worm Enrum,DEN,3,2001,-6,M
Weston Wai Ming Yu,HKG,3,2001,-6,M
Giorgio Soemarno,INA,3,2001,-6,M
Ovanes Petrosyan,GEO,3,2001,-6,M
Mathias Gonzalez Lambert,ESP,3,2001,-6,M
Carlos Mackenna Muñoz,CHI,3,2001,-6,M
Ruchir Mahajan,IND,3,2001,-6,M
Mohammed Almannai,BRN,3,2001,-6,M
Thomas Vejling Melgaard Nielsen,DEN,3,2001,-6,M
Rassulov Nabi,KAZ,3,2001,-6,M
Evgeny Korotaev,RUS,3,2001,-6,M
Justus Ranta,FIN,3,2001,-6,M
Jorge Gabriel Rosales Castro,ARG,3,2001,-6,M
Facundo Quiroga,ARG,3,2001,-6,M
Craig Stewart,GBR,3,2001,-6,M
Shinnosuke Nakamura,JPN,3,2001,-6,M
Angelos Vlatakis,GRE,3,2001,-6,M
Milton Jonsson,SWE,3,2001,-6,M
Siraj Choukair,LBN,3,2001,-6,M
Jonas Myrer,NOR,3,2001,-6,M
Silvestre Paris,ARG,3,2001,0,M
Alami Mohamed,MAR,3,2001,-6,M
Rayan Zorkot,CIV,3,2001,-6,M
Simon Termansen,DEN,3,2001,-6,M
Oskar Erik Hakonen,EST,3,2001,-6,M
Hans Van Der Meulen,NED,3,2001,398,M
Basem Alsharji,BRN,3,2001,-6,M
Alfredo Miranda,USA,3,2001,-6,M
Anas Lakhdar Ghazal,MAR,3,2001,-6,M
Thiago Mayerna,ARG,3,2001,-6,M
Pelle Emil Hansen,DEN,3,2001,-6,M
Toni Dujmenovic,CRO,3,2001,-6,M
Marius Schjoetz,DEN,3,2001,-6,M
Craig O'Shannessy,AUS,3,2001,398,M
Darryl Ferzle,CIV,3,2001,-6,M
Cole Fiegel,USA,3,2001,-6,M
Lucas Miguel Caceres Rodriguez,ARG,3,2001,-6,M
David Ibañez Martinez,ESP,3,2001,-6,M
Mark Veldmate,NED,3,2001,-6,M
Arya Ashok,IND,3,2001,-6,M
Aleksei Golovachev,RUS,3,2001,-6,M
Clemente Vasquez Gonzalez,CHI,3,2001,-6,M
Ignacio Arias Quintana,ESP,3,2001,-6,M
Miguel Rodriguez Revillas,ESP,3,2001,-6,M
Takafumi Tominaka,JPN,3,2001,-6,M
Plutarch Deliyannis,AUS,3,2001,0,M
Gonzalo Ferrero Bayarri,ESP,3,2001,-6,M
Andres Blancas Olvera,MEX,3,2001,-6,M
Christopher Stanford,RSA,3,2001,-6,M
Johannes Christiaan Pieterse,GER,3,2001,-6,M
Jerry Johan Echter,NED,3,2001,-6,M
Niccolò Abbrescia,ITA,3,2001,-6,M
Thomas Reynolds,GBR,3,2001,-6,M
Ryan Rymarczyk,POL,3,2001,-6,M
Zhansultan Chembotayev,KAZ,3,2001,-6,M
Enrique Cepas,ESP,3,2001,-6,M
Paolo Trabalza,ITA,3,2001,-6,M
Dado Dietel,GER,3,2001,-6,M
Abdulrahman Janahi,BRN,3,2001,-6,M
Burzio Matteo,ITA,3,2001,-6,M
Miguel Ángel Medina Mateu,ESP,3,2001,-6,M
Marcelo Ignacio Plaza Valenzuela,CHI,3,2001,-6,M
Gilang Mahendra,INA,3,2001,-6,M
Aleksandre Tavkhelidze,GEO,3,2001,-6,M
Giorgi Vachnadze,GEO,3,2001,-6,M
Evangelos Bogris,GRE,3,2001,-6,M
Wiggo Johansson,SWE,3,2001,-6,M
Radu Traian Ionescu,USA,3,2001,-6,M
Salman Alkhalifa,BRN,3,2001,-6,M
Famaz Shanavas,IND,3,2001,-6,M
Kevin Romero Bocanegra,ESP,3,2001,-6,M
Felipe Jose Villaça,BRA,3,2001,-6,M
Yuhui Wang,CHN,3,2001,-6,M
Antonios Markantonakis,GRE,3,2001,-6,M
Ekaitz Gorostiaga,ESP,3,2001,-6,M
Marcos Moreno,ESP,3,2001,-6,M
Jeremie Euphrasie,FRA,3,2001,-6,M
Agustin Cervera Valdivieso,ARG,3,2001,-6,M
Noah Robert,FRA,3,2001,-6,M
Lucas Benjamin Falco,ARG,3,2001,-6,M
Julius Fuglsang,DEN,3,2001,-6,M
Iker Rabinad Vila,ESP,3,2001,-6,M
Dane Dunlap,CAN,3,2001,-6,M
Luis Otavio Pires,BRA,3,2001,-6,M
Ralph Adel Tohme,LBN,3,2001,-6,M
Tristin Pretorius,RSA,3,2001,-6,M
Andres Martinez Cuquerella,ESP,3,2001,-6,M
Octavio Nicolas Corzo,ARG,3,2001,-6,M
Yusuke Okubo,JPN,3,2001,-6,M
Muhammad Muzammil Khalid,PAK,3,2001,-6,M
Arturo Reyes,ARG,3,2001,-6,M
Jeremy Gala,BEL,3,2001,-6,M
Mads Elholm,DEN,3,2001,-6,M
Ruan Lategan,RSA,3,2001,-6,M
Mihai Crapatureanu,ROU,3,2001,-6,M
Ivan Ortigosa Comas,ESP,3,2001,-6,M
Pasquale Giardiello,ITA,3,2001,-6,M
Cristobal Nuñez,CHI,3,2001,-6,M
Daniel Sardina Serrano,ESP,3,2001,-6,M
Diego Del Percio,ARG,3,2001,-6,M
William Johansson,SWE,3,2001,-6,M
Riemer Sijbring,NED,3,2001,-6,M
Paul Fearon,JAM,3,2001,-6,M
Pierre Valsot,MON,3,2001,-6,M
Teruaki Ando,JPN,3,2001,-6,M
Oscar Guerrero Pascual,ESP,3,2001,-6,M
Jerko Brkic,CRO,3,2001,-6,M
Grgo Dujmovic,CRO,3,2001,-6,M
Luis Ricardo Aguirre,ESP,3,2001,-6,M
Mika Heikkinen,SWE,3,2001,-6,M
Elienoe Nicolay,LUX,3,2001,-6,M
Emir Emiro?lu,TUR,3,2001,-6,M
Ander Plazaola Zabala,AUS,3,2001,679,M
Javier Perez Morillas,ESP,3,2001,-6,M
Enzo Chua,SIN,3,2001,-6,M
Sergi Alvarado Marquez,ESP,3,2001,-6,M
Sebastian Miguel Guzman,ARG,3,2001,-6,M
German Neuburger,ARG,3,2001,-6,M
Benjamin Lespes,FRA,3,2001,-6,M
Alberto Cost Torralba,ESP,3,2001,-6,M
Tomas Castro,ESP,3,2001,-6,M
Osama Salah Mubarak,BRN,3,2001,-6,M
Nikola Tuparov,BUL,3,2001,-6,M
Ferran Luarna Montilla,ESP,3,2001,-6,M
Leonard Lozancic,CRO,3,2001,-6,M
Alvaro Pizarro,CHI,3,2001,-6,M
Jose Manuel Lillo Albertos,ESP,3,2001,-6,M
Jose Adrian Prieto Nuñez,ESP,3,2001,-6,M
Kristoffer Strand Oedven,NOR,3,2001,-6,M
Arnau Vidal Miro,ESP,3,2001,-6,M
Ludvig Jönsson,SWE,3,2001,-6,M
Carl Isaac Wiman,SWE,3,2001,-6,M
Talha Jamal Butt,PAK,3,2001,-6,M
David Cañizares Illescas,ESP,3,2001,-6,M
Wongsathorn Swangchot,THA,3,2001,-6,M
Calin Motorga,ROU,3,2001,-6,M
Polychronios Sirpos,GRE,3,2001,-6,M
Jorge Soto,MEX,3,2001,-6,M
Muhammad Ahsen,PAK,3,2001,-6,M
Martin Stolt,SWE,3,2001,-6,M
Daniel Espiño Rodriguez,ESP,3,2001,-6,M
Octavio Guardia Domínguez,ARG,3,2001,-6,M
Oscar Moya Gaitan,ESP,3,2001,-6,M
Andreas Psaltis,CYP,3,2001,-6,M
Mikhail Drachuk,KAZ,3,2001,-6,M
Damian Schlebusch,RSA,3,2001,-6,M
Juan Pereiro Gonzalez,ESP,3,2001,-6,M
Khar Keon Wong,MAS,3,2001,-6,M
Lasse Sundell,SWE,3,2001,-6,M
Ivan Ignacio Herrera,IRL,3,2001,-6,M
Cristian Lopez Sanchis,ESP,3,2001,-6,M
Markus Kerner,EST,3,2001,-6,M
Frederico De Marco Rigon,BRA,3,2001,-6,M
Johan Lykken,DEN,3,2001,-6,M
Emiliano Ruben Bustos,ITA,3,2001,-6,M
Leverdez Brice,FRA,3,2001,-6,M
Nooh Haji,BRN,3,2001,-6,M
Bilal Aribal,CIV,3,2001,-6,M
John Clerkin,IRL,3,2001,-6,M
Husain Dawani,BRN,3,2001,-6,M
Aman Behar,IND,3,2001,-6,M
Jose Antonio Macia Herrera,ESP,3,2001,-6,M
Ben Kogel,GER,3,2001,-6,M
Benjamin Are Bruun,NOR,3,2001,-6,M
Ignacio Perez Alonso,ESP,3,2001,-6,M
Alibek Yessenov,KAZ,3,2001,-6,M
Victor Escorihuela Dealbert,ESP,3,2001,-6,M
Joao Magalhaes,POR,3,2001,-6,M
Joey Chua Tiong Hoey,MAS,3,2001,-6,M
Laurent Baese,GER,3,2001,-6,M
Luis Simoes,POR,3,2001,-6,M
Martin Ariel Andornino,ITA,3,2001,-6,M
Joaquin Saura Padilla,ESP,3,2001,-6,M
Olivier Roux,USA,3,2001,-6,M
Pedro Izquierdo Cuerda,ESP,3,2001,0,M
Mauro Bertone,ARG,3,2001,-6,M
Muhammad Mudassar Khalid,PAK,3,2001,-6,M
Filippo Simeoni,ITA,3,2001,-6,M
Alvaro Lopez Navarro,ESP,3,2001,-6,M
Rafael Gonzalez Guerrero,ESP,3,2001,-6,M
Osamah Almaqaleh,YEM,3,2001,-6,M
Muhammad Azhar,PAK,3,2001,-6,M
Thomas Main,RSA,3,2001,-6,M
Ivan Freire Ruiz,ESP,3,2001,-6,M
Faustas Kuliušas,LTU,3,2001,-6,M
Jose De La Riva Huerta,ESP,3,2001,-6,M
Hugo Garcia Martinez,ESP,3,2001,-6,M
Adrian Garcia Gonzalez,ESP,3,2001,-6,M
Maher Hachem,SEN,3,2001,-34,M
Mohamed Al-Nusuf,BRN,3,2001,-6,M
Mads Vernegaard,DEN,3,2001,-6,M
Chandan Matada Renukacharya,IND,3,2001,-6,M
Alvaro Meras De Teresa,ESP,3,2001,-6,M
Sylvain Seynaeve,BEL,3,2001,-6,M
Padchon Ngamkiatkhajorn,THA,3,2001,-6,M
Stanislas mathias jean-Francois Hug,FRA,3,2001,-6,M
Andrea Zikic,ITA,3,2001,-6,M
Aidan Khairuddin,MAS,3,2001,-6,M
Alberto Lastortres Mancilla,ESP,3,2001,-6,M
Braulio Cortes Maldonado,CHI,3,2001,-6,M
Nikoloz Davlianidze,GEO,3,2001,-6,M
Aaran Eastwood,GBR,3,2001,-6,M
Tomy Salas,FRA,3,2001,-6,M
Carlos Eduardo Delgado Muñoz,CHI,3,2001,-6,M
Mohamed Alansari,BRN,3,2001,-6,M
Didier Tanous,FRA,3,2001,-6,M
Karl Henrik Hoff Raaholt,NOR,3,2001,-6,M
Boštjan Repanšek,SLO,3,2001,-6,M
Bru Veciana Coronado,ESP,3,2001,-6,M
Iker Sevilla,ESP,3,2001,-6,M
Luca Di Maggio,ITA,3,2001,-6,M
Matteo Iafisco,ITA,3,2001,-6,M
Federico Morano,ITA,3,2001,-6,M
Francisco Marquez Arenas,ESP,3,2001,-6,M
Irakli Tsurtsumia,GEO,3,2001,-6,M
Alejandro Santaella Torcello,ESP,3,2001,-6,M
Andria Antadze,GEO,3,2001,-6,M
Mario Barcelo,GRE,3,2001,-6,M
Leonardo Zarate,MEX,3,2001,-6,M
Dario Maturi,MON,3,2001,-6,M
Johannes Ravn Brække,NOR,3,2001,-6,M
Victor Rodriguez Gauthier,ESP,3,2001,-6,M
Dominique Coene,BEL,3,2001,-6,M
Volkan Dundar,TUR,3,2001,-6,M
Antonio Luis Ruiz Casero,ESP,3,2001,-6,M
Lucas Christensen,DEN,3,2001,-6,M
Gustavo Garcia Jimenez,ESP,3,2001,-6,M
Omar Nadim,EGY,3,2001,-6,M
Adrian Casanova Marrero,ESP,3,2001,-6,M
Stoyan Dinchiiski,BUL,3,2001,-6,M
Mohamed Sultan,BRN,3,2001,-6,M
Muath Almuaili,BRN,3,2001,-6,M
Alex Casas Solsona,ESP,3,2001,-6,M
Stanislas Barbe,FRA,3,2001,0,M
Eleftherios Neos,CYP,3,2001,-6,M
Tim Milton,RSA,3,2001,-6,M
Gonzalo Diez,ESP,3,2001,-6,M
Alejandro Fernandez Mora,ESP,3,2001,-6,M
Nicolas Pablo Rodriguez,ARG,3,2001,-6,M
Manel Tabuena Lopez,ESP,3,2001,-6,M
Curtis Chung Ting Yu,HKG,3,2001,-6,M
Marcus Cipri,AUS,3,2001,0,M
Yong Zhang,CHN,3,2001,-6,M
Mark Stillerman,RSA,3,2001,-6,M
Jingfeng Zhang,CHN,3,2001,-6,M
Bader Mohamed,BRN,3,2001,-6,M
Agustin Medina,CHI,3,2001,-6,M
Gonzalo Izquierdo Lopez,ESP,3,2001,-6,M
Enrique Uribe,USA,3,2001,-6,M
Giuseppe Federico,ITA,3,2001,-6,M
Antonio Manzano Valcarcel,ESP,3,2001,-6,M
Farhan Mustafa,PAK,3,2001,-6,M
Ralph Boekema,NED,3,2001,-6,M
Tommaso Donda,ITA,3,2001,-6,M
Dinu Serbanescu,ROU,3,2001,-6,M
Daniel Eugster Sorensen,DEN,3,2001,-6,M
Jassim Mohammed Alzeyara,QAT,3,2001,-6,M
Mantas Gricius,LTU,3,2001,-6,M
Guillem Medina Cuadradas,ESP,3,2001,-6,M
Raphael Bittencourt,BRA,3,2001,-6,M
Alejandro Eugenio Reino Brehcist,ESP,3,2001,-6,M
Jesse Lohr,NED,3,2001,-6,M
Michael Geraghty,NOR,3,2001,-6,M
Alvaro Ruiz Cotorro Sagastizabal,ESP,3,2001,0,M
Ignacio Carbonero,ESP,3,2001,-6,M
Juan Torres Palacios,ESP,3,2001,-6,M
Thomas Lorin,FRA,3,2001,-6,M
Iago Blanco Negro,ESP,3,2001,-6,M
Rajneesh Bhandari,IND,3,2001,-6,M
Vincent Lam,HKG,3,2001,-6,M
Håkon Melbø,NOR,3,2001,-6,M
Maxim Spisiak,SVK,3,2001,-6,M
Rumen Goranov,BUL,3,2001,-6,M
Dan Glavic,SLO,3,2001,-6,M
Lorcan Loughrey,IRL,3,2001,-6,M
Gabriel Perdomo Gascon,ESP,3,2001,-6,M
Wee Ming Hock Vincent Jones Jr,MAS,3,2001,-6,M
Daniel Gonzalez Dominguez,ESP,3,2001,-6,M
Khoo Teng Seng Julian,MAS,3,2001,-6,M
Ben Reimond Libao,PHI,3,2001,-6,M
Daniel Bressel Ambrossi,ESP,3,2001,-6,M
Tomas Vaiš?,LTU,3,2001,-6,M
Jonas Ostergaard Store,NOR,3,2001,-6,M
Linus Ingvar Holthey,GER,3,2001,-6,M
Giovanni Cassano,ITA,3,2001,-6,M
Javier Merino Nieto,ESP,3,2001,0,M
